"id","itemid","modification","slotid"
20572,61,"Ares Clear Shot",5
13528,42,"Operator Foregrip",8
13529,16,"Operator Foregrip",8
13531,19,"Operator Foregrip",8
13533,34,"Operator Foregrip",8
13534,28,"Operator Foregrip",8
13535,29,"Operator Foregrip",8
13536,18,"Operator Foregrip",8
13537,24,"Operator Foregrip",8
13538,14,"Operator Foregrip",8
13539,15,"Operator Foregrip",8
13540,26,"Operator Foregrip",8
13541,39,"Operator Foregrip",8
13596,23,"Bruen Tilt Grip",8
13542,33,"Operator Foregrip",8
13543,30,"Operator Foregrip",8
13544,11,"Operator Foregrip",8
13545,2,"Operator Foregrip",8
13546,20,"Operator Foregrip",8
13547,36,"Operator Foregrip",8
13548,17,"Operator Foregrip",8
13549,21,"Operator Foregrip",8
13550,22,"Operator Foregrip",8
13551,9,"Operator Foregrip",8
13552,38,"Operator Foregrip",8
20315,57,"XRK On-Point Optic",5
13553,45,"Operator Foregrip",8
13574,33,"TV Wrecker Grip",8
10677,18,"FJX Ultrabeam XR",4
13554,37,"Operator Foregrip",8
13555,13,"Operator Foregrip",8
13556,10,"TV Wrecker Grip",8
13557,8,"TV Wrecker Grip",8
13559,35,"TV Wrecker Grip",8
13560,42,"TV Wrecker Grip",8
13561,16,"TV Wrecker Grip",8
10404,8,"Canted Vibro-Dot 7",4
13562,43,"TV Wrecker Grip",8
13563,19,"TV Wrecker Grip",8
13564,23,"TV Wrecker Grip",8
13565,34,"TV Wrecker Grip",8
13566,28,"TV Wrecker Grip",8
13567,29,"TV Wrecker Grip",8
13568,18,"TV Wrecker Grip",8
13569,24,"TV Wrecker Grip",8
13570,14,"TV Wrecker Grip",8
13571,15,"TV Wrecker Grip",8
13572,26,"TV Wrecker Grip",8
13573,39,"TV Wrecker Grip",8
13575,30,"TV Wrecker Grip",8
13576,11,"TV Wrecker Grip",8
13577,2,"TV Wrecker Grip",8
13578,20,"TV Wrecker Grip",8
13579,36,"TV Wrecker Grip",8
13580,17,"TV Wrecker Grip",8
13581,21,"TV Wrecker Grip",8
13582,22,"TV Wrecker Grip",8
13584,38,"TV Wrecker Grip",8
13585,45,"TV Wrecker Grip",8
13586,37,"TV Wrecker Grip",8
13588,10,"Bruen Tilt Grip",8
13589,8,"Bruen Tilt Grip",8
13590,4,"Bruen Tilt Grip",8
13591,35,"Bruen Tilt Grip",8
13592,42,"Bruen Tilt Grip",8
13593,16,"Bruen Tilt Grip",8
13594,43,"Bruen Tilt Grip",8
13595,19,"Bruen Tilt Grip",8
13598,28,"Bruen Tilt Grip",8
13599,29,"Bruen Tilt Grip",8
13600,18,"Bruen Tilt Grip",8
13601,24,"Bruen Tilt Grip",8
11041,2,"Kastovia DX90",1
13602,14,"Bruen Tilt Grip",8
13603,15,"Bruen Tilt Grip",8
13604,26,"Bruen Tilt Grip",8
13605,39,"Bruen Tilt Grip",8
13607,30,"Bruen Tilt Grip",8
13608,11,"Bruen Tilt Grip",8
13609,2,"Bruen Tilt Grip",8
13610,20,"Bruen Tilt Grip",8
13611,36,"Bruen Tilt Grip",8
13612,17,"Bruen Tilt Grip",8
13613,21,"Bruen Tilt Grip",8
13614,22,"Bruen Tilt Grip",8
13615,9,"Bruen Tilt Grip",8
13617,45,"Bruen Tilt Grip",8
13618,37,"Bruen Tilt Grip",8
13619,13,"Bruen Tilt Grip",8
13620,10,"Cronen Grooveshot Grip",8
13621,8,"Cronen Grooveshot Grip",8
10405,4,"Canted Vibro-Dot 7",4
10406,35,"Canted Vibro-Dot 7",4
13623,35,"Cronen Grooveshot Grip",8
13624,42,"Cronen Grooveshot Grip",8
13625,16,"Cronen Grooveshot Grip",8
13626,43,"Cronen Grooveshot Grip",8
13627,19,"Cronen Grooveshot Grip",8
13628,23,"Cronen Grooveshot Grip",8
13629,34,"Cronen Grooveshot Grip",8
13630,28,"Cronen Grooveshot Grip",8
13631,29,"Cronen Grooveshot Grip",8
13632,18,"Cronen Grooveshot Grip",8
13633,24,"Cronen Grooveshot Grip",8
13634,14,"Cronen Grooveshot Grip",8
10402,12,"FSS OLE-V Laser",4
14065,35,"LM Aurora 90 Barrel",2
13635,15,"Cronen Grooveshot Grip",8
20509,61,"Canted Vibro-Dot 7",4
13636,26,"Cronen Grooveshot Grip",8
13637,39,"Cronen Grooveshot Grip",8
13638,33,"Cronen Grooveshot Grip",8
13639,30,"Cronen Grooveshot Grip",8
13640,11,"Cronen Grooveshot Grip",8
13641,2,"Cronen Grooveshot Grip",8
13447,30,"Schlager Tango",8
20579,61,"SZ Battle Optic",5
13643,36,"Cronen Grooveshot Grip",8
13644,17,"Cronen Grooveshot Grip",8
13646,22,"Cronen Grooveshot Grip",8
13647,9,"Cronen Grooveshot Grip",8
13648,38,"Cronen Grooveshot Grip",8
13649,45,"Cronen Grooveshot Grip",8
13650,37,"Cronen Grooveshot Grip",8
13651,13,"Cronen Grooveshot Grip",8
13652,10,"Bruen Warrior Grip",8
13653,8,"Bruen Warrior Grip",8
13654,4,"Bruen Warrior Grip",8
13655,35,"Bruen Warrior Grip",8
13656,42,"Bruen Warrior Grip",8
11098,44,"Lockshot KT85",1
13658,43,"Bruen Warrior Grip",8
13659,19,"Bruen Warrior Grip",8
13661,34,"Bruen Warrior Grip",8
13662,28,"Bruen Warrior Grip",8
13664,18,"Bruen Warrior Grip",8
13665,24,"Bruen Warrior Grip",8
13666,14,"Bruen Warrior Grip",8
13667,15,"Bruen Warrior Grip",8
20316,57,"DF105 Reflex Sight",5
13668,26,"Bruen Warrior Grip",8
13669,39,"Bruen Warrior Grip",8
13670,33,"Bruen Warrior Grip",8
13671,30,"Bruen Warrior Grip",8
13672,11,"Bruen Warrior Grip",8
13673,2,"Bruen Warrior Grip",8
13677,21,"Bruen Warrior Grip",8
13678,22,"Bruen Warrior Grip",8
13679,9,"Bruen Warrior Grip",8
13680,38,"Bruen Warrior Grip",8
14063,21,"Lachmann Nova",2
13681,45,"Bruen Warrior Grip",8
13682,37,"Bruen Warrior Grip",8
13908,29,".458 Overpressured +P",11
13683,13,"Bruen Warrior Grip",8
13685,8,"Bipod V9 Grip",8
13686,4,"Bipod V9 Grip",8
13687,35,"Bipod V9 Grip",8
13688,42,"Bipod V9 Grip",8
13689,16,"Bipod V9 Grip",8
13690,43,"Bipod V9 Grip",8
13691,19,"Bipod V9 Grip",8
14066,23,"LM Aurora 90 Barrel",2
13657,16,"Bruen Warrior Grip",8
13693,34,"Bipod V9 Grip",8
13694,28,"Bipod V9 Grip",8
13695,29,"Bipod V9 Grip",8
13696,20,"Bipod V9 Grip",8
13697,36,"Bipod V9 Grip",8
13698,17,"Bipod V9 Grip",8
13699,21,"Bipod V9 Grip",8
13701,9,"Bipod V9 Grip",8
13702,38,"Bipod V9 Grip",8
13703,45,"Bipod V9 Grip",8
20580,61,"SZ Oscar-9",5
13704,10,"Level Aim Bipod",8
13705,8,"Level Aim Bipod",8
13706,4,"Level Aim Bipod",8
13707,35,"Level Aim Bipod",8
13708,42,"Level Aim Bipod",8
13709,16,"Level Aim Bipod",8
13710,43,"Level Aim Bipod",8
13711,19,"Level Aim Bipod",8
13712,23,"Level Aim Bipod",8
13713,34,"Level Aim Bipod",8
13714,28,"Level Aim Bipod",8
13715,29,"Level Aim Bipod",8
13716,36,"Level Aim Bipod",8
13717,21,"Level Aim Bipod",8
13718,22,"Level Aim Bipod",8
13719,7,"Level Aim Bipod",8
13720,9,"Level Aim Bipod",8
13721,38,"Level Aim Bipod",8
13723,45,"Level Aim Bipod",8
13724,31,"Level Aim Bipod",8
13725,37,"Level Aim Bipod",8
13726,25,"Level Aim Bipod",8
20317,57,"Monocle CT90",5
13727,12,"Level Aim Bipod",8
13728,10,"Cornerstone Bipod",8
13729,8,"Cornerstone Bipod",8
13730,4,"Cornerstone Bipod",8
13731,35,"Cornerstone Bipod",8
13733,16,"Cornerstone Bipod",8
13734,43,"Cornerstone Bipod",8
13749,37,"Cornerstone Bipod",8
13750,25,"Cornerstone Bipod",8
13779,10,"Corvus Masterkey",8
13780,8,"Corvus Masterkey",8
13781,4,"Corvus Masterkey",8
13782,35,"Corvus Masterkey",8
13909,29,".458 High Velocity",11
13783,16,"Corvus Masterkey",8
13784,19,"Corvus Masterkey",8
13785,28,"Corvus Masterkey",8
13786,29,"Corvus Masterkey",8
11932,38,"Corio RE-X Pro",5
11933,32,"Corio RE-X Pro",5
11158,40,"FTAC Reaper",1
11934,45,"Corio RE-X Pro",5
14067,35,"10.6"" Lachstrike Barrel",2
10307,22,"SZ 1mW PEQ",4
11935,37,"Corio RE-X Pro",5
11936,1,"Corio RE-X Pro",5
11937,3,"Corio RE-X Pro",5
11938,13,"Corio RE-X Pro",5
20510,61,"1mW Laser Box",4
11979,10,"SZ Lonewolf Optic",5
11980,8,"SZ Lonewolf Optic",5
11981,4,"SZ Lonewolf Optic",5
11982,35,"SZ Lonewolf Optic",5
11983,42,"SZ Lonewolf Optic",5
11984,16,"SZ Lonewolf Optic",5
11985,43,"SZ Lonewolf Optic",5
12110,27,"SZ Holotherm",5
12588,9,"Hybrid Firepoint",5
13168,10,"FSS Sharkfin 90",8
13345,24,"Merc Foregrip",8
13597,34,"Bruen Tilt Grip",8
13790,19,"KL40-M2",8
13791,35,"TL40 Fire Drake",8
13792,42,"TL40 Fire Drake",8
13793,23,"TL40 Fire Drake",8
13794,2,"Sakin Side Grip",8
14768,48,"Schlager 3.4x",5
13800,40,"SA Side Grip",8
13801,40,"Raal Bipod",8
13802,17,"RPK Bipod",8
13803,21,"DI-Grip 4.5",8
13804,21,"Hound-9G Grip",8
13805,21,"B052 Grip",8
11248,17,"GL Clear Breach",1
11774,38,"Monocle CT90",5
10288,8,"SZ 1mW PEQ",4
20319,57,"SZ Recharge-DX",5
10289,4,"SZ 1mW PEQ",4
10290,35,"SZ 1mW PEQ",4
10293,19,"SZ 1mW PEQ",4
10294,23,"SZ 1mW PEQ",4
10295,34,"SZ 1mW PEQ",4
10296,28,"SZ 1mW PEQ",4
10298,41,"SZ 1mW PEQ",4
10299,14,"SZ 1mW PEQ",4
10300,44,"SZ 1mW PEQ",4
10301,26,"SZ 1mW PEQ",4
10302,2,"SZ 1mW PEQ",4
10303,36,"SZ 1mW PEQ",4
10304,40,"SZ 1mW PEQ",4
10305,17,"SZ 1mW PEQ",4
20222,56,"Vigilant-30 C-Iron",5
10306,21,"SZ 1mW PEQ",4
13910,18,"4.6mm Frangible",11
13911,18,"4.6mm Hollowpoint",11
10308,7,"SZ 1mW PEQ",4
10309,38,"SZ 1mW PEQ",4
10310,32,"SZ 1mW PEQ",4
10311,45,"SZ 1mW PEQ",4
14068,23,"10.6"" Lachstrike Barrel",2
10312,31,"SZ 1mW PEQ",4
10313,37,"SZ 1mW PEQ",4
14264,5,"24 Round Mag",13
14265,13,"24 Round Mag",13
14266,5,"33 Round Mag",13
14268,5,"50 Round Drum",13
14269,13,"50 Round Drum",13
10403,10,"Canted Vibro-Dot 7",4
20511,61,"Stovl DR Laser Box",4
13960,30,"12 Gauge Dragon's Breath",11
14008,1,".50 Pistol Frangible",11
14114,15,"FTAC Series IX 14.5""",2
14354,35,"Lachmann S9 Factory",6
14410,40,"FSS Riot Stock",6
14435,16,"D15 Grip",16
14782,48,"Aim OP-V4",5
14783,48,"SZ Battle Optic",5
14784,48,"SZ Oscar-9",5
20581,61,"DS Farsight 11",5
14785,48,"Demo Cleanshot 40",8
14786,48,"FTAC Tiger Grip",8
14787,48,"FSS Sharkfin 90",8
14788,48,"Agent Grip",8
14789,48,"Bruen Sync Shot Grip",8
14260,6,"10 Round Mag",13
14790,48,"XTEN Drop Grip",8
14791,48,"Phase-3 Grip",8
14792,48,"Merc Foregrip",8
14793,48,"Lockgrip Precision-40",8
14794,48,"Hex-40 Grip",8
14795,48,"Schlager Tango",8
10348,35,"Corio LAZ-44 V3",4
10350,43,"Corio LAZ-44 V3",4
10351,19,"Corio LAZ-44 V3",4
10352,23,"Corio LAZ-44 V3",4
10353,34,"Corio LAZ-44 V3",4
20226,56,"FTAC Ripper 56",8
12448,4,"VX350 Thermal Optic",5
10354,28,"Corio LAZ-44 V3",4
10355,29,"Corio LAZ-44 V3",4
10356,41,"Corio LAZ-44 V3",4
14262,1,"10 Round Mag",13
12939,37,"MCPR-300 9.5x",5
10959,18,"Singuard MKV",1
11318,39,"Bryson Series XII Choke",1
11319,39,"Reckoner Comp",1
11320,33,"SA Schweigen DX",1
11321,30,"SA Schweigen DX",1
11322,11,"SA Schweigen DX",1
20223,56,"Edge-47 Grip",8
11323,33,"SA Schweigen XS",1
12677,35,"Angel-40 4.8x",5
11324,30,"SA Schweigen XS",1
11325,11,"SA Schweigen XS",1
11326,33,"FTAC Tridentcore",1
11327,30,"FTAC Tridentcore",1
11328,11,"FTAC Tridentcore",1
11329,33,"SA MX-50",1
14069,21,"10.6"" Lachstrike Barrel",2
11330,30,"SA MX-50",1
11331,11,"SA MX-50",1
11332,33,"RMGE-7",1
11333,30,"RMGE-7",1
11334,11,"RMGE-7",1
11335,33,"Lockwood Smoothfire 12",1
11009,41,"FTAC Castle Comp",1
11010,14,"FTAC Castle Comp",1
20512,61,"Corvus PEQ Beam-5",4
20318,57,"Corvus SOL-76",5
11011,44,"FTAC Castle Comp",1
11012,15,"FTAC Castle Comp",1
11037,4,"Kastovia DX90",1
10315,12,"SZ 1mW PEQ",4
10394,22,"FSS OLE-V Laser",4
10395,7,"FSS OLE-V Laser",4
12032,24,"Kazan-Holo",5
12033,41,"Kazan-Holo",5
12034,44,"Kazan-Holo",5
11038,23,"Kastovia DX90",1
11157,29,"FTAC Reaper",1
16211,42,"JCZ-390 Muzzle Device",1
16212,16,"JCZ-390 Muzzle Device",1
16213,43,"JCZ-390 Muzzle Device",1
16214,19,"JCZ-390 Muzzle Device",1
16216,20,"JCZ-390 Muzzle Device",1
16217,36,"JCZ-390 Muzzle Device",1
16218,18,"FSS Covert IV",1
16219,27,"FSS Covert IV",1
13301,8,"Phase-3 Grip",8
13302,4,"Phase-3 Grip",8
13303,35,"Phase-3 Grip",8
13305,16,"Phase-3 Grip",8
13306,43,"Phase-3 Grip",8
13307,19,"Phase-3 Grip",8
20320,57,"SZ SRO-7",5
20321,57,"Corio RE-X Pro",5
13308,23,"Phase-3 Grip",8
13309,34,"Phase-3 Grip",8
13310,28,"Phase-3 Grip",8
13311,29,"Phase-3 Grip",8
13312,18,"Phase-3 Grip",8
13315,15,"Phase-3 Grip",8
10407,16,"Canted Vibro-Dot 7",4
13316,26,"Phase-3 Grip",8
13317,39,"Phase-3 Grip",8
16220,24,"FSS Covert IV",1
16222,14,"FSS Covert IV",1
16223,44,"FSS Covert IV",1
20224,56,"Demo Firm Grip",8
20225,56,"XTEN Gravedigger",8
16225,15,"FSS Covert IV",1
12035,15,"Kazan-Holo",5
13684,10,"Bipod V9 Grip",8
16226,26,"FSS Covert IV",1
19069,8,"XTEN Nexus Grip",8
11102,17,"Lockshot KT85",1
17956,29,"SZ Battle Optic",5
11530,7,"Cronen Mini Red Dot",5
14070,35,"15.9"" Lachmann Rapp Barrel",2
13912,18,"4.6mm Armor Piercing",11
11590,34,"SZ Sigma-IV Optic",5
11649,40,"SZ Minitac-40",5
11893,38,"SZ SRO-7",5
11894,32,"SZ SRO-7",5
11895,45,"SZ SRO-7",5
11896,37,"SZ SRO-7",5
11897,1,"SZ SRO-7",5
11898,3,"SZ SRO-7",5
11899,13,"SZ SRO-7",5
11900,10,"Corio RE-X Pro",5
11901,8,"Corio RE-X Pro",5
11902,4,"Corio RE-X Pro",5
11903,35,"Corio RE-X Pro",5
11905,16,"Corio RE-X Pro",5
11906,43,"Corio RE-X Pro",5
11907,19,"Corio RE-X Pro",5
11908,23,"Corio RE-X Pro",5
20582,61,"3x RFL-Optic",5
11909,34,"Corio RE-X Pro",5
11910,28,"Corio RE-X Pro",5
12120,2,"SZ Holotherm",5
12694,42,"Thermo-Optic X9",5
12695,16,"Thermo-Optic X9",5
12696,43,"Thermo-Optic X9",5
12697,19,"Thermo-Optic X9",5
12698,23,"Thermo-Optic X9",5
12699,34,"Thermo-Optic X9",5
12700,28,"Thermo-Optic X9",5
12701,29,"Thermo-Optic X9",5
12702,18,"Thermo-Optic X9",5
12703,27,"Thermo-Optic X9",5
12704,41,"Thermo-Optic X9",5
12705,44,"Thermo-Optic X9",5
12475,32,"VX350 Thermal Optic",5
12706,15,"Thermo-Optic X9",5
12707,26,"Thermo-Optic X9",5
12708,39,"Thermo-Optic X9",5
12709,33,"Thermo-Optic X9",5
12688,25,"Angel-40 4.8x",5
12689,12,"Angel-40 4.8x",5
13898,34,"7.62 Incendiary",11
14163,9,"13.5"" Lonestar Barrel",2
14207,4,"40 Round Mag",13
14348,38,"Lachmann S76 Factory Stock",6
12682,23,"Angel-40 4.8x",5
14406,2,"FTAC Condor Stock",6
11837,14,"SZ Recharge-DX",5
10615,27,"Accu-Shot 5mW Laser",4
10616,24,"Accu-Shot 5mW Laser",4
10617,39,"Accu-Shot 5mW Laser",4
12678,42,"Angel-40 4.8x",5
10618,33,"Accu-Shot 5mW Laser",4
10619,30,"Accu-Shot 5mW Laser",4
10620,11,"Accu-Shot 5mW Laser",4
10621,20,"Accu-Shot 5mW Laser",4
10622,9,"Accu-Shot 5mW Laser",4
10623,42,"VLK LZR 7mW",4
10624,18,"VLK LZR 7mW",4
10625,27,"VLK LZR 7mW",4
20514,61,"Luminate-44",4
20515,61,"DXS Flash 90",4
10626,24,"VLK LZR 7mW",4
10627,39,"VLK LZR 7mW",4
10628,33,"VLK LZR 7mW",4
10629,30,"VLK LZR 7mW",4
10706,6,"XTEN Sidearm-L400",4
14880,47,"VX350 Thermal Optic",5
10936,27,"XTEN RR-40",1
10957,15,"SA Schalldämpfer 99",1
11137,25,"Dark KX50 Flash Hider",1
11200,40,"XRK Kraken",1
11226,17,"Sakin Tread-40",1
11227,21,"Sakin Tread-40",1
11228,22,"Sakin Tread-40",1
11229,7,"Sakin Tread-40",1
11230,38,"Sakin Tread-40",1
20583,61,"Vigilant-30 C-Iron",5
12681,19,"Angel-40 4.8x",5
11237,16,"C400 Door Knocker",1
11238,43,"C400 Door Knocker",1
11239,19,"C400 Door Knocker",1
11240,20,"C400 Door Knocker",1
11241,36,"C400 Door Knocker",1
11242,4,"GL Clear Breach",1
11243,23,"GL Clear Breach",1
18163,41,"XTEN Gravedigger",8
18194,41,"FTAC Ripper 56",8
18434,41,"XTEN Drop Grip",8
18470,41,"Phase-3 Grip",8
18505,41,"Merc Foregrip",8
18540,41,"Lockgrip Precision-40",8
18610,41,"Schlager Tango",8
18645,41,"VX Pineapple",8
18750,41,"TV Wrecker Grip",8
18785,41,"Bruen Tilt Grip",8
18820,41,"Cronen Grooveshot Grip",8
19006,10,"Commando Foregrip",8
19007,8,"Commando Foregrip",8
12720,38,"Thermo-Optic X9",5
19008,4,"Commando Foregrip",8
10408,43,"Canted Vibro-Dot 7",4
10409,19,"Canted Vibro-Dot 7",4
14796,48,"VX Pineapple",8
20227,56,"Demo Cleanshot 40",8
14078,21,"Meer-76 449mm Factory",2
12371,10,"SZ Aggressor-IR Optic",5
10664,9,"Hipshot L20",4
14030,16,"Demo 501 Factory",2
13916,27,"9mm Sub AP",11
14131,30,"21.5"" Recourse",2
14164,9,"Lockwood Frontiersman",2
14071,23,"15.9"" Lachmann Rapp Barrel",2
14209,19,"20 Round Mag",13
14206,4,"20 Round Mag",13
14350,23,"FT Mobile Stock",6
20516,61,"Eight-Point Flash Hider",1
20517,61,"TZL-90 V3",1
14365,27,"Bruen STB 556 Stock",6
11826,16,"SZ Recharge-DX",5
14756,48,"Monocle CT90",5
12408,12,"SZ Aggressor-IR Optic",5
12465,39,"VX350 Thermal Optic",5
11839,15,"SZ Recharge-DX",5
12467,30,"VX350 Thermal Optic",5
12468,11,"VX350 Thermal Optic",5
12471,22,"VX350 Thermal Optic",5
12472,7,"VX350 Thermal Optic",5
12473,9,"VX350 Thermal Optic",5
12474,38,"VX350 Thermal Optic",5
14328,41,"Markeev R7 Stock",6
12477,31,"VX350 Thermal Optic",5
12478,37,"VX350 Thermal Optic",5
12479,25,"VX350 Thermal Optic",5
10594,22,"DXS Flash 90",4
10595,7,"DXS Flash 90",4
10596,38,"DXS Flash 90",4
10597,32,"DXS Flash 90",4
10598,45,"DXS Flash 90",4
20584,61,"Luca Field-6",5
20585,61,"Edge-47 Grip",8
20586,61,"Demo Firm Grip",8
10545,10,"Luminate-44",4
10599,31,"DXS Flash 90",4
10600,37,"DXS Flash 90",4
10601,25,"DXS Flash 90",4
10602,12,"DXS Flash 90",4
14847,47,"XTEN Havoc 90",1
10793,45,"TZL-90 V3",1
10899,10,"RF Crown 50",1
13149,14,"FTAC Tiger Grip",8
10986,41,"Bruen Pendulum",1
11090,23,"Lockshot KT85",1
20243,56,"Bruen Tilt Grip",8
11176,40,"EXF Relentless-40",1
11177,9,"EXF Relentless-40",1
11178,31,"EXF Relentless-40",1
11179,25,"EXF Relentless-40",1
11180,12,"EXF Relentless-40",1
11182,40,"BVM-338",1
11183,9,"BVM-338",1
11184,31,"BVM-338",1
11185,25,"BVM-338",1
11186,12,"BVM-338",1
11190,31,"Cronen DM338",1
11191,25,"Cronen DM338",1
11192,12,"Cronen DM338",1
20228,56,"Demo IMP-44 Grip",8
20229,56,"FTAC Tiger Grip",8
11193,29,"Shred CP90",1
11194,40,"Shred CP90",1
13913,18,"4.6mm Overpressured +P",11
11195,9,"Shred CP90",1
11196,31,"Shred CP90",1
11197,25,"Shred CP90",1
11198,12,"Shred CP90",1
11199,29,"XRK Kraken",1
13917,27,"9mm Sub OP",11
11201,9,"XRK Kraken",1
11202,31,"XRK Kraken",1
11203,25,"XRK Kraken",1
12181,16,"VLK 4.0 Optic",5
20241,56,"Operator Foregrip",8
12302,34,"Cronen Zero-P Optic",5
12303,28,"Cronen Zero-P Optic",5
12304,29,"Cronen Zero-P Optic",5
12305,18,"Cronen Zero-P Optic",5
12306,27,"Cronen Zero-P Optic",5
12307,24,"Cronen Zero-P Optic",5
12310,15,"Cronen Zero-P Optic",5
11231,32,"Sakin Tread-40",1
17912,34,"Aim OP-V4",5
18037,34,"DS Farsight 11",5
18038,28,"DS Farsight 11",5
18039,29,"DS Farsight 11",5
18040,20,"DS Farsight 11",5
14553,3,"Bryson WD-85 Grip",16
14554,3,"Bryson Duel Grip",16
20513,61,"FTAC Grimline Laser",4
14555,3,"SO RO-99 Grip",16
14556,3,"Akimbo Basilisk",16
14557,42,"Schlager TTF3 Riser",7
14558,27,"Schlager TTF3 Riser",7
14559,20,"Schlager TTF3 Riser",7
14560,42,"Bruen TS-30 Comb",7
14563,42,"FTAC C11 Riser",7
14564,27,"FTAC C11 Riser",7
14565,20,"FTAC C11 Riser",7
14713,46,"EXF Colonel",6
14566,34,"PD-A40 Sleeve",7
20231,56,"Agent Grip",8
14567,22,"PD-A40 Sleeve",7
12311,26,"Cronen Zero-P Optic",5
12312,39,"Cronen Zero-P Optic",5
14569,22,"5GN TAC-Comb",7
19090,30,"XTEN Nexus Grip",8
11362,33,"Bryson Choke",1
11599,15,"SZ Sigma-IV Optic",5
12096,13,"Corvus Downrange-00",5
12162,40,"XTEN Angel-40",5
14620,6,"XRK Heavy V3",10
12172,1,"XTEN Angel-40",5
12173,3,"XTEN Angel-40",5
12174,13,"XTEN Angel-40",5
12175,3,"Corio RV500 Optic",5
12176,10,"VLK 4.0 Optic",5
12177,8,"VLK 4.0 Optic",5
12178,4,"VLK 4.0 Optic",5
12179,35,"VLK 4.0 Optic",5
12938,12,"SZ Heatsource 800",5
14073,21,"Romeo FT 16"" Barrel",2
14074,23,"Meer-56 11"" Factory Barrel",2
14075,24,"FTAC M-Sub 12""",2
14076,24,"Lachmann Pulsar",2
10927,8,"Cronen OP44",1
14123,33,"18.5"" Emperor Barrel",2
14124,33,"14"" Polarize Barrel",2
14125,33,"14"" Shorty Barrel",2
14126,33,"18.5"" Battlemaster",2
14128,30,"29.5"" Rifled Barrel",2
20518,61,"Cronen Dark KX30",1
20242,56,"TV Wrecker Grip",8
14174,6,"Matuzek Cottonmouth Barrel",2
14226,24,"15 Round Magazine",13
14368,34,"SO R55 Adaptor",6
14676,46,"HMW-20 Optic",5
14467,41,"Ivanov ST-70 Grip",16
14468,44,"Ivanov ST-70 Grip",16
11847,36,"SZ Recharge-DX",5
11848,40,"SZ Recharge-DX",5
11941,4,"Corio Enforcer Optic",5
14773,48,"Schlager Night View",5
14845,47,"Cronen OP44",1
14841,47,"Gauge-9 Mono",1
14876,47,"Cronen Zero-P Optic",5
14886,47,"Angel-40 4.8x",5
12952,12,"Signal 50 8x",5
14915,47,"VX Pineapple",8
20587,61,"XTEN Gravedigger",8
20588,61,"FTAC Ripper 56",8
12683,34,"Angel-40 4.8x",5
10900,8,"RF Crown 50",1
10901,35,"RF Crown 50",1
10902,42,"RF Crown 50",1
10903,16,"RF Crown 50",1
20244,56,"Cronen Grooveshot Grip",8
20245,56,"Bruen Warrior Grip",8
14230,38,"20 Round Mag",13
14891,47,"Luca Bandera Scope",5
14892,47,"Drexsom Prime-90",5
14893,47,"Ares Clear Shot",5
10417,26,"Canted Vibro-Dot 7",4
14901,47,"XTEN Gravedigger",8
14902,47,"FTAC Ripper 56",8
14908,47,"Bruen Sync Shot Grip",8
14909,47,"XTEN Drop Grip",8
13890,34,"7.62 High Velocity",11
13891,28,"7.62 High Velocity",11
14910,47,"Phase-3 Grip",8
14911,47,"Merc Foregrip",8
14912,47,"Lockgrip Precision-40",8
14914,47,"Schlager Tango",8
14916,47,"OP-X9 Foregrip",8
14917,47,"Operator Foregrip",8
10855,36,"Echoline GS-X",1
10856,17,"Echoline GS-X",1
20044,49,"VLK 4.0 Optic",5
10951,18,"SA Schalldämpfer 99",1
11016,10,"XTEN Havoc 90",1
14919,47,"Bruen Tilt Grip",8
11050,23,"Tempus GH50",1
11096,41,"Lockshot KT85",1
11134,40,"Dark KX50 Flash Hider",1
11135,9,"Dark KX50 Flash Hider",1
11209,25,"TA CG76",1
13136,8,"FTAC Tiger Grip",8
13137,4,"FTAC Tiger Grip",8
20519,61,"Husher-65 Silencer",1
14289,29,"Assault-60 Stock Factory",6
14290,14,"Assault-60 Stock Factory",6
20388,57,"Gunner D20",2
20389,57,"ZLR Sport XT",2
20390,57,"ZLR Sport-8",2
20391,57,"12 Shell Mag",13
20392,57,"25 Shell Drum",13
20393,57,"FT TAC-Elite Stock",6
13825,20,"5.56 Overpressured +P",11
11232,45,"Sakin Tread-40",1
11233,10,"C400 Door Knocker",1
11234,8,"C400 Door Knocker",1
11235,35,"C400 Door Knocker",1
11236,42,"C400 Door Knocker",1
20087,49,"Operator Foregrip",8
12252,25,"Schlager 3.4x",5
12253,12,"Schlager 3.4x",5
20589,61,"Demo Cleanshot 40",8
20590,61,"Demo IMP-44 Grip",8
15259,15,"1mW Quick Fire Laser",4
15260,26,"1mW Quick Fire Laser",4
15274,15,"Accu-Shot 5mW Laser",4
19087,26,"XTEN Nexus Grip",8
19088,39,"XTEN Nexus Grip",8
19089,33,"XTEN Nexus Grip",8
19091,11,"XTEN Nexus Grip",8
19092,2,"XTEN Nexus Grip",8
19093,20,"XTEN Nexus Grip",8
19094,17,"XTEN Nexus Grip",8
19095,21,"XTEN Nexus Grip",8
19096,22,"XTEN Nexus Grip",8
14642,46,"1mW Artemis Laser",4
10639,30,"Schlager ULO-66 Laser",4
10640,11,"Schlager ULO-66 Laser",4
10641,20,"Schlager ULO-66 Laser",4
10642,9,"Schlager ULO-66 Laser",4
13985,45,"6.5mm Incendiary",11
13987,31,".300 Mag Armor Piercing",11
13988,31,".300 Mag Incendiary",11
10914,19,"Komodo Heavy",1
13989,31,".300 Mag Frangible",11
